order_id,order_time,delivery_time,distance_km,order_value,city
2474,2024-01-02 21:28:00,2024-01-02 22:36:00,8.78,251,Hyderabad
2475,2024-01-03 03:58:00,2024-01-03 04:38:00,7.07,363,Hyderabad
2476,2024-01-08 00:35:00,2024-01-08 01:04:00,1.73,217,Chennai
2477,2024-01-10 14:13:00,2024-01-10 15:04:00,2.71,464,Mumbai
2478,2024-01-06 15:40:00,2024-01-06 16:26:00,7.01,278,Bangalore
2479,2024-01-26 22:59:00,2024-01-26 23:51:00,5.21,301,Hyderabad
2480,2024-01-06 06:57:00,2024-01-06 07:42:00,9.15,121,Chennai
2481,2024-01-12 13:20:00,2024-01-12 14:08:00,9.4,494,Chennai
2482,2024-01-11 16:52:00,2024-01-11 17:29:00,7.21,306,Bangalore
2483,2024-01-03 03:09:00,2024-01-03 03:44:00,5.51,125,Chennai
2484,2024-01-31 05:32:00,2024-01-31 06:10:00,2.01,123,Chennai
2485,2024-01-01 12:23:00,2024-01-01 13:12:00,3.99,397,Bangalore
2486,2024-01-18 10:20:00,2024-01-18 10:57:00,3.46,139,Chennai
2487,2024-01-27 14:11:00,2024-01-27 15:03:00,7.53,364,Chennai
2488,2024-01-13 11:10:00,2024-01-13 11:46:00,1.5,413,Chennai
2489,2024-01-20 08:53:00,2024-01-20 09:21:00,1.34,376,Hyderabad
2490,2024-01-08 13:24:00,2024-01-08 14:00:00,3.22,115,Delhi
2491,2024-01-25 11:01:00,2024-01-25 11:31:00,4.72,152,Chennai
2492,2024-01-24 17:45:00,2024-01-24 18:22:00,8.62,212,Delhi
2493,2024-01-08 06:13:00,2024-01-08 06:44:00,4.92,341,Chennai
2494,2024-01-13 05:37:00,2024-01-13 06:15:00,2.82,353,Mumbai
2495,2024-01-27 13:34:00,2024-01-27 14:15:00,3.29,326,Chennai
2496,2024-01-12 00:23:00,2024-01-12 00:49:00,2.59,225,Chennai
2497,2024-01-18 14:33:00,2024-01-18 15:14:00,4.39,303,Chennai
2498,2024-01-26 05:08:00,2024-01-26 05:43:00,5.52,214,Chennai
2499,2024-01-09 15:22:00,2024-01-09 15:53:00,4.45,492,Hyderabad
2500,2024-01-06 02:11:00,2024-01-06 02:45:00,3.92,294,Hyderabad
2501,2024-01-02 10:08:00,2024-01-02 10:49:00,5.05,124,Chennai
2502,2024-01-26 07:43:00,2024-01-26 08:17:00,4.68,316,Delhi
2503,2024-01-29 10:37:00,2024-01-29 11:14:00,4.71,230,Mumbai
2504,2024-01-04 16:57:00,2024-01-04 17:33:00,2.82,108,Bangalore
2505,2024-01-18 02:33:00,2024-01-18 03:10:00,6.27,361,Bangalore
2506,2024-01-09 10:16:00,2024-01-09 10:56:00,5.39,136,Mumbai
2507,2024-01-08 02:33:00,2024-01-08 03:16:00,5.2,497,Bangalore
2508,2024-01-11 00:52:00,2024-01-11 01:30:00,5.94,258,Delhi
2509,2024-01-24 21:36:00,2024-01-24 22:37:00,8.99,268,Bangalore
2510,2024-01-06 09:49:00,2024-01-06 10:33:00,5.79,450,Chennai
2511,2024-01-25 21:11:00,2024-01-25 22:28:00,9.71,379,Bangalore
2512,2024-01-19 22:41:00,2024-01-19 23:45:00,2.91,288,Hyderabad
2513,2024-01-31 07:56:00,2024-01-31 08:40:00,7.85,290,Chennai
2514,2024-01-07 16:17:00,2024-01-07 16:49:00,5.68,245,Chennai
2515,2024-01-31 20:27:00,2024-01-31 21:42:00,9.11,350,Chennai
2516,2024-01-20 22:06:00,2024-01-20 22:52:00,1.52,309,Chennai
2517,2024-01-11 11:22:00,2024-01-11 12:02:00,5.97,349,Mumbai
2518,2024-01-07 07:43:00,2024-01-07 08:22:00,9.35,440,Mumbai
2519,2024-01-15 05:14:00,2024-01-15 05:47:00,3.4,134,Mumbai
2520,2024-01-12 17:27:00,2024-01-12 17:54:00,1.7,392,Hyderabad
2521,2024-01-23 22:52:00,2024-01-24 00:00:00,5.89,455,Mumbai
2522,2024-01-09 20:29:00,2024-01-09 21:34:00,6.02,385,Delhi
2523,2024-01-28 21:58:00,2024-01-28 22:55:00,5.9,303,Hyderabad
2524,2024-01-20 04:30:00,2024-01-20 04:59:00,3.84,431,Bangalore
2525,2024-01-19 08:00:00,2024-01-19 08:33:00,5.66,227,Hyderabad
2526,2024-01-10 13:45:00,2024-01-10 14:28:00,2.38,363,Mumbai
2527,2024-01-05 05:08:00,2024-01-05 05:44:00,3.74,171,Mumbai
2528,2024-01-18 01:39:00,2024-01-18 02:19:00,3.15,251,Bangalore
2529,2024-01-02 18:55:00,2024-01-02 19:23:00,2.03,165,Bangalore
2530,2024-01-01 20:13:00,2024-01-01 21:25:00,8.47,194,Delhi
2531,2024-01-08 00:25:00,2024-01-08 01:05:00,9.37,200,Bangalore
2532,2024-01-15 02:58:00,2024-01-15 03:34:00,4.6,450,Bangalore
2533,2024-01-20 20:23:00,2024-01-20 21:30:00,7.93,467,Hyderabad
2534,2024-01-31 03:18:00,2024-01-31 03:51:00,5.73,473,Mumbai
2535,2024-01-07 04:11:00,2024-01-07 04:38:00,1.83,422,Mumbai
2536,2024-01-21 16:36:00,2024-01-21 17:14:00,6.68,360,Mumbai
2537,2024-01-27 16:53:00,2024-01-27 17:26:00,6.38,454,Chennai
2538,2024-01-29 06:17:00,2024-01-29 06:53:00,1.62,370,Delhi
2539,2024-01-26 13:48:00,2024-01-26 14:30:00,2.1,460,Chennai
2540,2024-01-20 15:56:00,2024-01-20 16:36:00,8.8,446,Chennai
2541,2024-01-31 08:35:00,2024-01-31 09:27:00,9.53,291,Chennai
2542,2024-01-23 23:04:00,2024-01-23 23:49:00,6.08,385,Mumbai
2543,2024-01-17 21:48:00,2024-01-17 22:45:00,5.24,226,Mumbai
2544,2024-01-05 02:40:00,2024-01-05 03:21:00,7.4,306,Bangalore
2545,2024-01-15 22:27:00,2024-01-15 23:23:00,1.9,359,Bangalore
2546,2024-01-29 04:21:00,2024-01-29 05:07:00,8.99,422,Delhi
2547,2024-01-18 02:17:00,2024-01-18 02:59:00,7.13,439,Bangalore
2548,2024-01-14 09:41:00,2024-01-14 10:24:00,7.65,237,Chennai
2549,2024-01-18 21:42:00,2024-01-18 22:53:00,9.62,431,Chennai
2550,2024-01-26 18:28:00,2024-01-26 18:56:00,2.4,276,Chennai
2551,2024-01-12 19:21:00,2024-01-12 20:30:00,5.12,405,Bangalore
2552,2024-01-14 10:50:00,2024-01-14 11:16:00,3.42,478,Bangalore
2553,2024-01-09 13:53:00,2024-01-09 14:43:00,7.05,441,Delhi
2554,2024-01-27 12:24:00,2024-01-27 13:07:00,2.38,360,Delhi
2555,2024-01-16 19:15:00,2024-01-16 20:07:00,5.52,263,Chennai
2556,2024-01-24 08:12:00,2024-01-24 08:53:00,5.49,205,Bangalore
2557,2024-01-17 18:46:00,2024-01-17 19:29:00,5.14,245,Chennai
2558,2024-01-12 05:06:00,2024-01-12 05:40:00,6.11,103,Delhi
2559,2024-01-15 05:12:00,2024-01-15 06:02:00,9.36,376,Delhi
2560,2024-01-09 09:53:00,2024-01-09 10:32:00,3.29,234,Bangalore
2561,2024-01-02 20:22:00,2024-01-02 21:21:00,1.08,168,Bangalore
2562,2024-01-03 17:41:00,2024-01-03 18:20:00,4.55,280,Chennai
2563,2024-01-01 19:02:00,2024-01-01 19:52:00,4.98,343,Chennai
2564,2024-01-08 23:23:00,2024-01-09 00:06:00,5.14,320,Mumbai
2565,2024-01-24 13:47:00,2024-01-24 14:30:00,4.09,310,Bangalore
2566,2024-01-01 23:52:00,2024-01-02 00:29:00,8.28,218,Hyderabad
2567,2024-01-29 23:48:00,2024-01-30 00:38:00,8.05,367,Delhi
2568,2024-01-10 10:57:00,2024-01-10 11:33:00,4.01,349,Bangalore
2569,2024-01-05 06:31:00,2024-01-05 07:09:00,8.1,319,Mumbai
2570,2024-01-02 13:34:00,2024-01-02 14:21:00,5.58,147,Hyderabad
2571,2024-01-25 01:01:00,2024-01-25 01:35:00,4.89,329,Bangalore
2572,2024-01-11 01:23:00,2024-01-11 02:02:00,3.78,260,Hyderabad
2573,2024-01-09 14:56:00,2024-01-09 15:46:00,1.01,250,Chennai
2574,2024-01-27 07:54:00,2024-01-27 08:23:00,4.19,114,Bangalore
2575,2024-01-24 07:18:00,2024-01-24 07:50:00,1.83,261,Hyderabad
2576,2024-01-27 14:49:00,2024-01-27 15:50:00,9.95,339,Mumbai
2577,2024-01-22 01:47:00,2024-01-22 02:29:00,7.69,131,Chennai
2578,2024-01-29 08:12:00,2024-01-29 08:53:00,8.9,107,Mumbai
2579,2024-01-10 12:33:00,2024-01-10 13:27:00,9.79,469,Delhi
2580,2024-01-04 03:28:00,2024-01-04 04:03:00,7.17,219,Delhi
2581,2024-01-14 19:30:00,2024-01-14 20:34:00,8.22,417,Hyderabad
2582,2024-01-01 13:32:00,2024-01-01 14:26:00,6.44,435,Mumbai
2583,2024-01-28 23:16:00,2024-01-28 23:51:00,5.67,245,Delhi
2584,2024-01-05 15:56:00,2024-01-05 16:44:00,9.89,370,Delhi
2585,2024-01-26 05:22:00,2024-01-26 06:11:00,8.66,280,Delhi
2586,2024-01-20 09:23:00,2024-01-20 09:55:00,4.66,396,Bangalore
2587,2024-01-30 21:57:00,2024-01-30 22:56:00,3.3,316,Chennai
2588,2024-01-28 12:15:00,2024-01-28 12:58:00,2.45,196,Delhi
2589,2024-01-11 07:08:00,2024-01-11 07:57:00,8.75,290,Chennai
2590,2024-01-09 01:40:00,2024-01-09 02:22:00,7.84,229,Delhi
2591,2024-01-02 11:36:00,2024-01-02 12:15:00,8.11,251,Hyderabad
2592,2024-01-15 05:03:00,2024-01-15 05:42:00,8.27,314,Hyderabad
2593,2024-01-13 12:02:00,2024-01-13 12:49:00,1.84,362,Mumbai
2594,2024-01-03 16:34:00,2024-01-03 17:04:00,5.17,474,Chennai
2595,2024-01-02 19:37:00,2024-01-02 20:45:00,9.29,219,Chennai
2596,2024-01-27 19:45:00,2024-01-27 20:44:00,9.76,351,Chennai
2597,2024-01-03 12:01:00,2024-01-03 12:43:00,6.28,136,Bangalore
2598,2024-01-25 20:14:00,2024-01-25 21:10:00,7.2,299,Bangalore
2599,2024-01-30 05:53:00,2024-01-30 06:31:00,6.0,377,Mumbai
2600,2024-01-04 16:36:00,2024-01-04 17:10:00,6.71,463,Delhi
2601,2024-01-23 09:21:00,2024-01-23 09:47:00,1.38,391,Hyderabad
2602,2024-01-12 04:16:00,2024-01-12 04:56:00,5.89,294,Delhi
2603,2024-01-26 15:07:00,2024-01-26 15:49:00,9.68,384,Chennai
2604,2024-01-21 09:40:00,2024-01-21 10:22:00,9.67,417,Chennai
2605,2024-01-21 17:32:00,2024-01-21 18:00:00,2.0,472,Bangalore
2606,2024-01-17 00:14:00,2024-01-17 00:49:00,4.34,359,Delhi
2607,2024-01-26 03:16:00,2024-01-26 03:56:00,5.63,398,Chennai
2608,2024-01-21 16:12:00,2024-01-21 16:37:00,1.41,443,Bangalore
2609,2024-01-02 20:02:00,2024-01-02 20:56:00,3.3,299,Delhi
2610,2024-01-20 00:23:00,2024-01-20 00:52:00,2.07,301,Chennai
2611,2024-01-17 04:46:00,2024-01-17 05:23:00,7.4,104,Delhi
2612,2024-01-27 20:10:00,2024-01-27 21:08:00,4.42,137,Delhi
2613,2024-01-06 03:40:00,2024-01-06 04:09:00,1.05,351,Mumbai
2614,2024-01-08 01:59:00,2024-01-08 02:25:00,1.52,431,Hyderabad
2615,2024-01-16 09:37:00,2024-01-16 10:13:00,7.8,277,Hyderabad
2616,2024-01-29 14:41:00,2024-01-29 15:26:00,6.53,340,Bangalore
2617,2024-01-07 03:18:00,2024-01-07 03:55:00,2.04,257,Bangalore
2618,2024-01-27 17:39:00,2024-01-27 18:14:00,5.55,469,Delhi
2619,2024-01-19 10:11:00,2024-01-19 10:46:00,4.53,252,Bangalore
2620,2024-01-25 23:18:00,2024-01-25 23:59:00,5.08,424,Mumbai
2621,2024-01-05 02:42:00,2024-01-05 03:21:00,3.68,192,Mumbai
2622,2024-01-01 14:55:00,2024-01-01 15:29:00,2.22,300,Delhi
2623,2024-01-01 21:57:00,2024-01-01 22:55:00,8.65,254,Bangalore
2624,2024-01-07 23:53:00,2024-01-08 00:23:00,1.25,124,Hyderabad
2625,2024-01-10 11:42:00,2024-01-10 12:18:00,7.92,380,Mumbai
2626,2024-01-22 23:53:00,2024-01-23 00:34:00,4.4,125,Mumbai
2627,2024-01-05 13:01:00,2024-01-05 13:53:00,8.53,207,Mumbai
2628,2024-01-20 05:52:00,2024-01-20 06:41:00,9.91,307,Hyderabad
2629,2024-01-07 18:11:00,2024-01-07 18:44:00,4.71,382,Mumbai
2630,2024-01-22 13:13:00,2024-01-22 14:03:00,1.03,281,Mumbai
2631,2024-01-03 20:38:00,2024-01-03 21:41:00,2.05,236,Bangalore
2632,2024-01-18 05:03:00,2024-01-18 05:31:00,1.84,422,Delhi
2633,2024-01-01 03:39:00,2024-01-01 04:14:00,4.2,343,Delhi
2634,2024-01-30 10:06:00,2024-01-30 10:42:00,6.65,102,Delhi
2635,2024-01-31 20:03:00,2024-01-31 21:10:00,6.38,211,Mumbai
2636,2024-01-09 03:52:00,2024-01-09 04:33:00,6.24,456,Chennai
2637,2024-01-10 14:26:00,2024-01-10 15:27:00,6.59,466,Delhi
2638,2024-01-02 00:22:00,2024-01-02 01:05:00,5.0,367,Mumbai
2639,2024-01-23 00:35:00,2024-01-23 01:09:00,2.09,371,Mumbai
2640,2024-01-06 06:59:00,2024-01-06 07:50:00,8.76,367,Hyderabad
2641,2024-01-09 03:30:00,2024-01-09 03:56:00,1.91,496,Delhi
2642,2024-01-17 10:18:00,2024-01-17 10:55:00,3.75,445,Bangalore
2643,2024-01-01 02:19:00,2024-01-01 03:02:00,7.72,156,Mumbai
2644,2024-01-27 20:29:00,2024-01-27 21:32:00,4.69,200,Bangalore
2645,2024-01-13 03:18:00,2024-01-13 03:54:00,2.43,130,Bangalore
2646,2024-01-21 09:10:00,2024-01-21 09:37:00,1.59,285,Hyderabad
2647,2024-01-18 03:23:00,2024-01-18 04:02:00,5.83,440,Bangalore
2648,2024-01-23 12:35:00,2024-01-23 13:08:00,1.83,275,Bangalore
2649,2024-01-08 14:54:00,2024-01-08 15:40:00,5.81,101,Hyderabad
2650,2024-01-01 20:02:00,2024-01-01 21:02:00,7.58,229,Hyderabad
2651,2024-01-24 09:11:00,2024-01-24 09:51:00,6.72,322,Chennai
2652,2024-01-10 00:12:00,2024-01-10 00:55:00,6.88,269,Delhi
2653,2024-01-18 05:26:00,2024-01-18 06:14:00,8.67,322,Bangalore
2654,2024-01-24 15:11:00,2024-01-24 15:48:00,2.26,213,Delhi
2655,2024-01-02 07:15:00,2024-01-02 07:46:00,5.54,141,Delhi
2656,2024-01-23 05:57:00,2024-01-23 06:46:00,9.53,203,Delhi
2657,2024-01-10 02:14:00,2024-01-10 03:02:00,9.34,292,Bangalore
2658,2024-01-11 22:13:00,2024-01-11 23:14:00,3.35,100,Hyderabad
2659,2024-01-04 16:12:00,2024-01-04 16:40:00,4.22,274,Mumbai
2660,2024-01-05 06:11:00,2024-01-05 06:37:00,3.14,179,Bangalore
2661,2024-01-20 03:06:00,2024-01-20 03:47:00,3.9,283,Hyderabad
2662,2024-01-04 09:19:00,2024-01-04 09:59:00,4.71,125,Mumbai
2663,2024-01-31 04:49:00,2024-01-31 05:26:00,1.65,239,Bangalore
2664,2024-01-15 09:58:00,2024-01-15 10:30:00,3.59,291,Mumbai
2665,2024-01-02 12:36:00,2024-01-02 13:26:00,2.41,229,Bangalore
2666,2024-01-19 11:24:00,2024-01-19 12:10:00,7.45,295,Chennai
2667,2024-01-21 16:15:00,2024-01-21 16:51:00,4.86,261,Mumbai
2668,2024-01-31 12:55:00,2024-01-31 13:46:00,9.83,210,Hyderabad
2669,2024-01-30 02:32:00,2024-01-30 03:05:00,5.27,350,Hyderabad
2670,2024-01-20 10:36:00,2024-01-20 11:16:00,6.41,274,Delhi
2671,2024-01-21 21:41:00,2024-01-21 22:30:00,3.12,386,Mumbai
2672,2024-01-29 15:05:00,2024-01-29 15:54:00,9.28,464,Chennai
2673,2024-01-08 21:54:00,2024-01-08 22:49:00,5.95,432,Chennai
2674,2024-01-17 20:48:00,2024-01-17 21:41:00,2.55,496,Bangalore
2675,2024-01-28 23:30:00,2024-01-29 00:07:00,6.83,416,Hyderabad
2676,2024-01-18 06:36:00,2024-01-18 07:19:00,9.91,419,Chennai
2677,2024-01-26 16:28:00,2024-01-26 17:09:00,6.94,409,Bangalore
2678,2024-01-21 08:26:00,2024-01-21 08:58:00,3.26,379,Mumbai
2679,2024-01-05 06:39:00,2024-01-05 07:20:00,7.06,155,Hyderabad
2680,2024-01-18 05:54:00,2024-01-18 06:20:00,3.34,164,Bangalore
2681,2024-01-06 01:31:00,2024-01-06 02:13:00,5.31,390,Hyderabad
2682,2024-01-02 07:20:00,2024-01-02 07:58:00,9.04,382,Mumbai
2683,2024-01-26 11:31:00,2024-01-26 12:08:00,3.06,280,Delhi
2684,2024-01-04 04:21:00,2024-01-04 04:54:00,4.94,400,Mumbai
2685,2024-01-28 11:21:00,2024-01-28 11:47:00,2.37,469,Mumbai
2686,2024-01-24 17:49:00,2024-01-24 18:41:00,9.61,102,Mumbai
2687,2024-01-12 07:46:00,2024-01-12 08:25:00,9.92,325,Hyderabad
2688,2024-01-27 00:22:00,2024-01-27 01:05:00,6.33,364,Mumbai
2689,2024-01-02 18:09:00,2024-01-02 18:49:00,3.42,300,Hyderabad
2690,2024-01-29 07:26:00,2024-01-29 08:08:00,7.84,130,Bangalore
2691,2024-01-15 12:00:00,2024-01-15 12:45:00,1.91,447,Chennai
2692,2024-01-06 11:49:00,2024-01-06 12:20:00,5.77,387,Delhi
2693,2024-01-07 12:22:00,2024-01-07 13:08:00,4.54,337,Mumbai
2694,2024-01-12 09:14:00,2024-01-12 09:53:00,5.82,405,Delhi
2695,2024-01-17 15:12:00,2024-01-17 15:54:00,7.97,414,Bangalore
2696,2024-01-11 12:46:00,2024-01-11 13:39:00,6.8,376,Chennai
2697,2024-01-31 17:26:00,2024-01-31 17:53:00,3.39,412,Delhi
2698,2024-01-10 23:12:00,2024-01-10 23:47:00,4.26,445,Delhi
2699,2024-01-17 20:12:00,2024-01-17 21:12:00,3.11,415,Mumbai
2700,2024-01-28 11:06:00,2024-01-28 11:46:00,7.08,280,Delhi
2701,2024-01-04 07:57:00,2024-01-04 08:26:00,4.1,195,Hyderabad
2702,2024-01-04 01:30:00,2024-01-04 02:05:00,1.42,243,Mumbai
2703,2024-01-10 14:11:00,2024-01-10 15:08:00,9.14,447,Chennai
2704,2024-01-20 01:50:00,2024-01-20 02:30:00,3.82,406,Hyderabad
2705,2024-01-30 02:29:00,2024-01-30 03:09:00,9.55,401,Mumbai
2706,2024-01-24 00:33:00,2024-01-24 01:10:00,5.24,431,Hyderabad
2707,2024-01-05 20:49:00,2024-01-05 21:58:00,6.39,449,Chennai
2708,2024-01-28 03:27:00,2024-01-28 04:02:00,6.86,113,Delhi
2709,2024-01-25 07:26:00,2024-01-25 08:07:00,4.3,277,Bangalore
2710,2024-01-22 04:40:00,2024-01-22 05:23:00,8.04,487,Chennai
2711,2024-01-21 04:30:00,2024-01-21 05:00:00,5.31,386,Delhi
2712,2024-01-20 03:19:00,2024-01-20 03:52:00,1.86,312,Chennai
2713,2024-01-11 00:06:00,2024-01-11 00:36:00,4.22,495,Delhi
2714,2024-01-01 08:22:00,2024-01-01 09:00:00,2.47,284,Hyderabad
2715,2024-01-01 22:03:00,2024-01-01 23:06:00,5.16,238,Delhi
2716,2024-01-02 00:36:00,2024-01-02 01:28:00,9.27,289,Delhi
2717,2024-01-21 19:03:00,2024-01-21 19:52:00,1.65,194,Hyderabad
2718,2024-01-13 19:19:00,2024-01-13 20:03:00,1.28,372,Delhi
2719,2024-01-02 13:16:00,2024-01-02 13:54:00,4.27,120,Chennai
2720,2024-01-11 10:00:00,2024-01-11 10:41:00,7.2,264,Bangalore
2721,2024-01-16 19:54:00,2024-01-16 20:56:00,2.28,411,Bangalore
2722,2024-01-29 18:18:00,2024-01-29 18:49:00,5.23,238,Mumbai
2723,2024-01-22 13:26:00,2024-01-22 14:15:00,7.68,287,Bangalore
2724,2024-01-10 17:33:00,2024-01-10 18:18:00,7.16,214,Hyderabad
2725,2024-01-13 20:34:00,2024-01-13 21:26:00,2.46,121,Hyderabad
2726,2024-01-03 00:15:00,2024-01-03 00:59:00,7.09,300,Chennai
2727,2024-01-05 11:47:00,2024-01-05 12:33:00,7.75,254,Delhi
2728,2024-01-02 13:24:00,2024-01-02 14:09:00,3.11,206,Delhi
2729,2024-01-23 17:54:00,2024-01-23 18:43:00,7.85,429,Hyderabad
2730,2024-01-18 18:54:00,2024-01-18 19:36:00,9.96,434,Bangalore
2731,2024-01-09 22:02:00,2024-01-09 23:15:00,7.96,280,Delhi
2732,2024-01-11 00:03:00,2024-01-11 00:34:00,3.71,376,Bangalore
2733,2024-01-04 18:16:00,2024-01-04 18:47:00,1.97,278,Bangalore
2734,2024-01-04 09:55:00,2024-01-04 10:27:00,1.57,492,Chennai
2735,2024-01-05 08:28:00,2024-01-05 09:05:00,5.15,451,Bangalore
2736,2024-01-19 16:31:00,2024-01-19 17:10:00,8.33,404,Hyderabad
2737,2024-01-22 10:01:00,2024-01-22 10:36:00,4.36,203,Chennai
2738,2024-01-29 02:43:00,2024-01-29 03:16:00,1.98,330,Mumbai
2739,2024-01-27 19:38:00,2024-01-27 20:35:00,8.21,118,Chennai
2740,2024-01-04 00:34:00,2024-01-04 01:09:00,1.09,490,Hyderabad
2741,2024-01-10 20:29:00,2024-01-10 21:30:00,4.88,485,Chennai
2742,2024-01-14 17:09:00,2024-01-14 17:52:00,8.14,105,Hyderabad
2743,2024-01-01 11:27:00,2024-01-01 12:10:00,9.13,473,Hyderabad
2744,2024-01-23 03:34:00,2024-01-23 04:05:00,5.97,479,Chennai
2745,2024-01-07 08:55:00,2024-01-07 09:37:00,7.86,478,Hyderabad
2746,2024-01-12 12:01:00,2024-01-12 12:44:00,4.79,445,Hyderabad
2747,2024-01-18 19:58:00,2024-01-18 20:47:00,1.85,386,Bangalore
2748,2024-01-02 21:42:00,2024-01-02 22:43:00,5.5,402,Mumbai
2749,2024-01-08 23:58:00,2024-01-09 00:38:00,4.72,341,Delhi
2750,2024-01-30 10:33:00,2024-01-30 11:14:00,3.71,450,Chennai
2751,2024-01-25 06:07:00,2024-01-25 06:53:00,6.94,309,Hyderabad
2752,2024-01-30 02:45:00,2024-01-30 03:25:00,4.91,336,Chennai
2753,2024-01-26 04:56:00,2024-01-26 05:38:00,9.9,341,Mumbai
2754,2024-01-14 23:46:00,2024-01-15 00:29:00,7.67,300,Delhi
2755,2024-01-24 22:08:00,2024-01-24 22:59:00,4.01,308,Mumbai
2756,2024-01-15 21:37:00,2024-01-15 22:24:00,3.91,392,Mumbai
2757,2024-01-26 16:12:00,2024-01-26 16:54:00,4.59,494,Bangalore
2758,2024-01-24 20:36:00,2024-01-24 21:29:00,3.07,473,Delhi
2759,2024-01-06 09:47:00,2024-01-06 10:28:00,7.6,410,Hyderabad
2760,2024-01-09 08:58:00,2024-01-09 09:38:00,4.45,304,Hyderabad
2761,2024-01-06 19:47:00,2024-01-06 20:54:00,6.11,140,Hyderabad
2762,2024-01-07 22:22:00,2024-01-07 23:20:00,5.49,231,Delhi
2763,2024-01-08 09:27:00,2024-01-08 10:16:00,8.38,486,Chennai
2764,2024-01-19 23:50:00,2024-01-20 00:40:00,9.62,419,Bangalore
2765,2024-01-03 05:16:00,2024-01-03 06:07:00,9.59,444,Mumbai
2766,2024-01-20 09:03:00,2024-01-20 09:38:00,3.53,207,Chennai
2767,2024-01-20 03:21:00,2024-01-20 03:46:00,1.4,460,Hyderabad
2768,2024-01-26 10:14:00,2024-01-26 10:52:00,3.57,409,Bangalore
2769,2024-01-31 21:59:00,2024-01-31 23:11:00,9.15,423,Bangalore
2770,2024-01-12 20:28:00,2024-01-12 21:30:00,9.66,110,Mumbai
2771,2024-01-20 18:05:00,2024-01-20 18:41:00,2.43,289,Mumbai
2772,2024-01-03 14:27:00,2024-01-03 15:17:00,4.84,466,Delhi
2773,2024-01-10 05:12:00,2024-01-10 05:44:00,1.3,194,Mumbai
2774,2024-01-20 23:19:00,2024-01-21 00:06:00,8.81,278,Bangalore
2775,2024-01-19 00:25:00,2024-01-19 01:04:00,7.62,321,Mumbai
2776,2024-01-13 18:53:00,2024-01-13 19:31:00,6.51,354,Mumbai
2777,2024-01-03 05:03:00,2024-01-03 05:36:00,5.4,141,Chennai
2778,2024-01-15 07:49:00,2024-01-15 08:14:00,1.15,119,Hyderabad
2779,2024-01-31 03:32:00,2024-01-31 04:07:00,4.6,140,Delhi
2780,2024-01-24 17:50:00,2024-01-24 18:37:00,8.15,296,Mumbai
2781,2024-01-09 17:56:00,2024-01-09 18:21:00,1.16,177,Hyderabad
2782,2024-01-23 06:51:00,2024-01-23 07:21:00,1.12,254,Chennai
2783,2024-01-11 18:49:00,2024-01-11 19:28:00,3.35,226,Hyderabad
2784,2024-01-17 01:49:00,2024-01-17 02:31:00,5.26,427,Bangalore
2785,2024-01-23 13:04:00,2024-01-23 13:44:00,2.27,475,Bangalore
2786,2024-01-04 15:00:00,2024-01-04 15:34:00,1.45,303,Delhi
2787,2024-01-15 07:57:00,2024-01-15 08:32:00,5.72,190,Bangalore
2788,2024-01-10 05:34:00,2024-01-10 06:06:00,3.72,135,Chennai
2789,2024-01-31 14:05:00,2024-01-31 14:54:00,6.46,311,Hyderabad
2790,2024-01-15 08:40:00,2024-01-15 09:18:00,2.96,160,Mumbai
2791,2024-01-22 11:36:00,2024-01-22 12:08:00,5.75,415,Bangalore
2792,2024-01-29 09:52:00,2024-01-29 10:33:00,6.3,360,Hyderabad
2793,2024-01-21 04:42:00,2024-01-21 05:19:00,5.61,396,Chennai
2794,2024-01-20 04:33:00,2024-01-20 05:10:00,8.3,400,Hyderabad
2795,2024-01-24 10:06:00,2024-01-24 10:47:00,8.7,206,Mumbai
2796,2024-01-26 06:32:00,2024-01-26 07:20:00,9.35,474,Mumbai
2797,2024-01-02 10:44:00,2024-01-02 11:24:00,7.35,366,Mumbai
2798,2024-01-08 02:19:00,2024-01-08 02:52:00,3.09,461,Chennai
2799,2024-01-17 19:31:00,2024-01-17 20:19:00,2.53,159,Mumbai
2800,2024-01-15 03:11:00,2024-01-15 03:39:00,1.54,322,Hyderabad
2801,2024-01-12 06:53:00,2024-01-12 07:18:00,2.19,455,Hyderabad
2802,2024-01-22 09:26:00,2024-01-22 09:59:00,1.92,138,Delhi
2803,2024-01-18 15:26:00,2024-01-18 16:03:00,8.43,481,Mumbai
2804,2024-01-01 14:47:00,2024-01-01 15:38:00,9.39,204,Bangalore
2805,2024-01-08 15:23:00,2024-01-08 15:54:00,4.68,486,Delhi
2806,2024-01-24 14:05:00,2024-01-24 14:56:00,8.65,456,Mumbai
2807,2024-01-06 17:55:00,2024-01-06 18:43:00,8.38,340,Delhi
2808,2024-01-03 16:56:00,2024-01-03 17:38:00,6.27,316,Mumbai
2809,2024-01-05 03:11:00,2024-01-05 03:43:00,4.94,341,Chennai
2810,2024-01-21 22:15:00,2024-01-21 23:13:00,7.96,317,Mumbai
2811,2024-01-31 07:47:00,2024-01-31 08:21:00,1.32,203,Mumbai
2812,2024-01-06 13:10:00,2024-01-06 13:58:00,1.99,370,Chennai
2813,2024-01-11 04:00:00,2024-01-11 04:36:00,8.48,136,Hyderabad
2814,2024-01-12 00:03:00,2024-01-12 00:33:00,3.37,268,Hyderabad
2815,2024-01-19 16:07:00,2024-01-19 16:47:00,3.73,229,Delhi
